Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km]
AUDI,A4 Allroad,3.0 V6 TDI quattro 240PS 7speed S-Tronic with DPF,QD7,2967,Diesel,8.7,6.1,7.1,32.5,46.3,39.8,189,1905.20804020101,5,70,233,,172,192,0.4
AUDI,A5 Coupé,1.8 TFSI 160PS ,M6,1798,Petrol,9.5,5.6,7.1,29.7,50.4,39.8,164,1822.96884422111,5,73,302,47,37,,
AUDI,A5 Coupé,1.8 TFSI 160PS Multitronic,AV,1798,Petrol,9.4,5.9,7.2,30.1,47.9,39.2,169,1850.87142857143,5,74,292,39,33,,
AUDI,A5 Coupé,2.0 CR TDI 170PS quattro with Stop-Start ,QM6,1968,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,144,1475.23891050584,5,73,278,,140,177,0.5
AUDI,A5 Coupé,2.0 CR TDI 170PS with Stop-Start,M6,1968,Diesel,6.2,4.4,5.1,45.6,64.2,55.4,134,1368.72346570397,5,73,248,,149,177,0.7
AUDI,A5 Coupé,2.0 FSI 180PS Multitronic,AV,1984,Petrol,9.4,5.7,7.1,30.1,49.6,39.8,167,1822.96884422111,5,74,631,55,46,,
AUDI,A5 Coupé,2.0 FSI 180PS with Stop-Start,M6,1984,Petrol,8.3,5.3,6.5,34,53.3,43.5,149,1667.91172413793,5,73,239,28,23,,
AUDI,A5 Coupé,2.0 TFSI 211PS with Stop-Start,M6,1984,Petrol,8.3,5.3,6.4,34,53.3,44.1,149,1645.21904761905,5,74,239,28,23,,
AUDI,A5 Coupé,2.0 TFSI 211PS Multitronic,AV,1984,Petrol,9.4,5.7,7.1,30.1,49.6,39.8,167,1822.96884422111,5,73,631,55,46,,
AUDI,A5 Coupé,2.0 TFSI 211PS quattro with Stop-Start,QM6,1984,Petrol,9.7,5.8,7.3,29.1,48.7,38.7,169,1874.78449612403,5,74,364,52,46,,
AUDI,A5 Coupé,2.0 TFSI 211PS quattro 7speed S-Tronic,D7,1984,Petrol,9.4,6.4,7.5,30.1,44.1,37.7,175,1924.51352785146,5,74,525,53,45,,
AUDI,A5 Coupé,2.7 V6 TDI 190PS Multitronic,AV,2697,Diesel,7.9,5.5,6.4,35.8,51.4,44.1,167,1719.43945578231,5,72,258,,155,182,0.9
AUDI,A5 Coupé,3.0 V6 TDI 240PS quattro DPF,QM6,2967,Diesel,8.8,5.3,6.6,32.1,53.3,42.8,173,1771.66542056075,5,74,239,,160,194,0.5
AUDI,A5 Coupé,3.0 V6 TDI 240PS quattro S-Tronic,QA6,2967,Diesel,8.3,5.7,6.6,34,49.6,42.8,174,1771.66542056075,5,74,208,,165,185,0.9
AUDI,A5 Coupé,3.2 V6 FSI 265PS quattro ,QM6,3197,Petrol,13.4,6.7,9.1,21.1,42.2,31,214,2340.45677419355,5,74,314,43,36,,
AUDI,A5 Coupé,3.2 V6 FSI 265PS quattro Tiptronic,QA6,3197,Petrol,13,6.9,9.2,21.7,40.9,30.7,213,2363.32768729642,5,70,156,39,33,,
AUDI,A5 Coupé,3.2 V6 FSI 265PS Multitronic,AV,3197,Petrol,11.6,6.2,8.2,24.4,45.6,34.4,192,2109.13255813953,5,74,245,60,53,,
AUDI,A5 Coupé,S5 4.2 V8 quattro 354PS Tiptronic,QA6,4163,Petrol,15,8.2,10.7,18.8,34.4,26.4,249,2748.26363636364,5,69,330,50,43,,
AUDI,A5 Coupé,S5 4.2 V8 quattro 354PS,QM6,4163,Petrol,17.3,9.1,12.1,16.3,31,23.3,283,3113.91244635193,5,69,221,52,46,,
AUDI,A5 Coupé,RS5 4.2 V8 quattro 450PS 7speed S-Tronic ,QD7,4199,Petrol,14.9,8.5,10.8,19,33.2,26.2,252,2769.2427480916,5,73,502,53,45,,
AUDI,A5 Cabriolet,1.8 TFSI 160PS,M6,1798,Petrol,10,5.9,7.4,28.2,47.9,38.2,172,1899.32356020942,5,73,310,46,36,,
AUDI,A5 Cabriolet,1.8 TFSI 160PS Multitronic,AV,1798,Petrol,9.5,6.4,7.5,29.7,44.1,37.7,174,1924.51352785146,5,73,490,45,40,,
AUDI,A5 Cabriolet,2.0 CR TDI 170PS,M6,1968,Diesel,6.7,4.7,5.5,42.2,60.1,51.4,144,1475.23891050584,5,73,248,,149,177,0.7
AUDI,A5 Cabriolet,2.0 TFSI 180PS Multitronic,AV,1984,Petrol,9.9,6,7.4,28.5,47.1,38.2,174,1899.32356020942,5,73,573,59,42,,
AUDI,A5 Cabriolet,2.0 TFSI 211PS with Stop-Start,M6,1984,Petrol,9.1,5.4,6.8,31,52.3,41.5,159,1748.29301204819,5,74,311,55,48,,
AUDI,A5 Cabriolet,2.0 TFSI 211PS Multitronic,AV,1984,Petrol,9.9,6,7.4,28.5,47.1,38.2,174,1899.32356020942,5,73,573,59,49,,
AUDI,A5 Cabriolet,2.0 TFSI 211PS quattro 7speed S-Tronic,QD7,1984,Petrol,9.5,6.6,7.7,29.7,42.8,36.7,179,1976.95258855586,5,74,521,56,48,,
AUDI,A5 Cabriolet,2.7 V6 TDI 190PS,M6,2697,Diesel,8.1,5.2,6.2,34.9,54.3,45.6,164,1662.87894736842,5,73,200,,152,192,0.5
AUDI,A5 Cabriolet,2.7 V6 TDI 190PS Multitronic,AV,2697,Diesel,7.7,5.8,6.5,36.7,48.7,43.5,169,1743.15586206897,5,73,225,,165,190,0.9
AUDI,A5 Cabriolet,S5 2.7 V6 333PS quattro 7speed S-Tronic,D7,2697,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,224,2493.27010309278,5,74,392,70,60,,
AUDI,A5 Cabriolet,3.0 V6 TDI 240PS quattro 7speed S-Tronic with DPF,QD7,2967,Diesel,8.5,5.8,6.8,33.2,48.7,41.5,179,1827.16337349398,5,69,208,,165,185,0.9
AUDI,A5 Cabriolet,3.2 V6 265PS Multitronic,AV,3197,Petrol,12.1,6.5,8.6,23.3,43.5,32.8,199,2212.01707317073,5,74,246,60,53,,
AUDI,A5 Cabriolet,3.2 V6 265PS quattro 7speed S-Tronic,QD7,3197,Petrol,13.8,7,9.5,20.5,40.4,29.7,219,2442.90101010101,5,71,255,55,48,,
AUDI,A5 Sportback,2.0 TDI 143PS Stop-Start,M6,1968,Diesel,6.4,4.5,5.2,44.1,62.8,54.3,135,1396.45082872928,5,72,221,,125,149,1
AUDI,A5 Sportback,2.0 TDI 143PS Multitronic,AV,1968,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,152,1557.02833675565,5,72,100,,110,122,0.7
AUDI,A5 Sportback,2.0 TDI 170PS with Stop-Start,M6,1968,Diesel,6.2,4.4,5.1,45.6,64.2,55.4,134,1368.72346570397,5,73,248,,149,177,0
AUDI,A5 Sportback,2.0 TDI 170PS quattro with Stop-Start,M6,1968,Diesel,7,4.8,5.6,40.4,58.9,50.4,147,1504.50952380952,5,73,278,,140,177,0.5
AUDI,A5 Sportback,2.0 TFSI 180PS with Stop-Start,M6,1984,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,152,1667.91172413793,5,74,239,28,24,,
AUDI,A5 Sportback,2.0 TFSI 180PS Multitronic,AV,1984,Petrol,9.5,5.8,7.2,29.7,48.7,39.2,169,1850.87142857143,5,74,631,55,46,,
AUDI,A5 Sportback,2.0 TFSI 211PS with Stop-Start,M6,1984,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,152,1667.91172413793,5,74,239,28,24,,
AUDI,A5 Sportback,2.0 TFSI 211PS quattro S-Tronic ,D7,1984,Petrol,9.4,6.4,7.5,30.1,44.1,37.7,174,1924.51352785146,5,74,525,53,45,,
AUDI,A5 Sportback,2.0 FSI 211PS Multitronic,AV,1984,Petrol,9.5,5.8,7.2,29.7,48.7,39.2,169,1850.87142857143,5,74,630,54,46,,
AUDI,A5 Sportback,2.0 FSI 211PS quattro with Stop-Start,QM6,1984,Petrol,10,5.9,7.4,28.2,47.9,38.2,174,1899.32356020942,5,74,474,33,28,,
AUDI,A5 Sportback,2.7 TDI 190PS Multitronic,AV,2698,Diesel,8,5.6,6.5,35.3,50.4,43.5,169,1743.15586206897,5,74,258,,155,183,0.9
AUDI,A5 Sportback,3.0 TDI 240PS quattro,M6,2967,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,176,1796.85497630332,5,74,239,,159,194,0.5
AUDI,A5 Sportback,3.0 TDI 240PS quattro S-Tronic,D7,2967,Diesel,8.3,5.7,6.6,34,49.6,42.8,174,1771.66542056075,5,74,208,,165,185,0.9
AUDI,A5 Sportback,S5 3.0 V6 FSI 333PS quattro,D7,2995,Petrol,13.5,7,9.4,20.9,40.4,30.1,219,2410.43720930233,5,74,392,70,61,,
AUDI,A5 Sportback,3.2 FSI 265PS quattro S-Tronic,D7,3197,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,216,2386.65,5,74,255,55,49,,
AUDI,A6 Saloon,2.0 CR TDIe 136PS ,M6,1968,Diesel,7,4.3,5.3,40.4,65.7,53.3,139,1422.65065666041,5,72,268,,153,189,0.6
AUDI,A6 Saloon,2.0 TDI 136PS Multitronic,AV,1968,Diesel,7.3,4.9,5.8,38.7,57.6,48.7,151,1557.02833675565,5,72,85,,161,177,0.8
AUDI,A6 Saloon,2.0 TFSI 170PS,M6,1984,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,174,1924.51352785146,5,72,396,34,29,,
AUDI,A6 Saloon,2.0 TFSI 170PS Multitronic,AV,1984,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,179,1976.95258855586,5,72,721,66,57,,
AUDI,A6 Saloon,2.0 CR TDI 170PS,M6,1984,Diesel,7.5,4.7,5.7,37.7,60.1,49.6,149,1528.77580645161,5,73,188,,127,155,1.6
AUDI,A6 Saloon,2.0 CR TDI 170PS Multitronic,AV,1984,Diesel,7.3,5,5.8,38.7,56.5,48.7,153,1557.02833675565,5,72,100,,159,172,0.5
AUDI,A6 Saloon,2.7 V6 TDI 190PS,M6,2698,Diesel,8.3,5,6.2,34,56.5,45.6,164,1662.87894736842,5,72,475,,144,186,1.2
AUDI,A6 Saloon,2.7 V6 TDI 190PS Multitronic,AV,2698,Diesel,8,5.5,6.4,35.3,51.4,44.1,169,1719.43945578231,5,72,128,,158,174,0.7
AUDI,A6 Saloon,2.7 V6 TDI 190PS quattro Tiptronic,QA6,2698,Diesel,9.4,5.8,7.1,30.1,48.7,39.8,189,1905.20804020101,5,70,397,,155,189,0.6
AUDI,A6 Saloon,2.8 V6 FSI 220PS Multitronic,AV,2773,Petrol,11.8,6.4,8.4,23.9,44.1,33.6,196,2159.35,5,73,248,45,40,,
AUDI,A6 Saloon,2.8 V6 FSI quattro 220PS Tiptronic ,QA6,2773,Petrol,12.7,6.9,9,22.2,40.9,31.4,212,2310.64203821656,5,70,341,57,50,,
AUDI,A6 Saloon,3.0 V6 TDI 190PS quattro Tiptronic,QA6,2967,Diesel,9.3,5.8,7.1,30.4,48.7,39.8,189,1905.20804020101,5,70,230,,140,156,0.2
AUDI,A6 Saloon,3.0 V6 TDI 240PS quattro ,QM6,2967,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,179,1796.85497630332,5,70,230,,140,156,0.2
AUDI,A6 Saloon,3.0 V6 CR TDI 240PS quattro ,QM6,2967,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,179,1796.85497630332,5,70,230,,140,156,0.2
AUDI,A6 Saloon,3.0 V6 CR TDI 240PS quattro Tiptronic ,QA6,2967,Diesel,9.3,5.8,7.1,30.4,48.7,39.8,189,1905.20804020101,5,70,230,,140,156,0.2
AUDI,A6 Saloon,3.0 V6 FSI 290PS quattro,QA6,2995,Petrol,13.2,7.1,9.4,21.4,39.8,30.1,219,2410.43720930233,5,74,768,65,58,,
AUDI,A6 Saloon,3.0 V6 FSI 290PS quattro Tiptronic ,QA6,2995,Petrol,13.2,7.1,9.4,21.4,39.8,30.1,219,2410.43720930233,5,74,769,66,25,,
AUDI,New A6 Saloon,2.0 TDI 177PS,M6,1968,Diesel,6,4.4,4.9,47.1,64.2,57.6,129,1316.44583333333,5,74,152,,143,165,0.3
AUDI,New A6 Saloon,2.0 TDI 177PS Multitronic,AV,1968,Diesel,6,4.4,5,47.1,64.2,56.5,132,1342.07575221239,5,71,120,,143,154,0.1
AUDI,New A6 Saloon,3.0 TDI 204PS Multitronic,AV,2967,Diesel,5.8,4.6,5.1,48.7,61.4,55.5,133,1366.2572972973,5,71,323,,172,194,0.7
AUDI,New A6 Saloon,3.0 TDI 245PS quattro S-Tronic,D7,2967,Diesel,7.2,5.2,5.9,39.2,54.3,47.9,156,1583.03298538622,5,71,350,,139,167,0.3
AUDI,New A6 Saloon,3.0 TFSI 300PS quattro S-Tronic,D7,2995,Petrol,10.8,6.6,8.2,26.2,42.8,34.4,190,2109.13255813953,5,74,264,29,24,,
AUDI,A6 Avant,2.0 CR TDIe 136PS,M6,1968,Diesel,7,4.3,5.3,40.4,65.7,53.3,139,1422.65065666041,5,72,268,,153,189,0.6
AUDI,A6 Avant,2.0 TDI 136PS Multitronic,AV,1968,Diesel,7.5,5,5.9,37.7,56.5,47.9,155,1583.03298538622,5,72,268,,153,189,0.6
AUDI,A6 Avant,2.0 TFSI 170PS,M6,1984,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,174,1924.51352785146,5,72,396,34,29,,
AUDI,A6 Avant,2.0 TFSI 170PS Multitronic,AV,1984,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,181,2004.25856353591,5,72,721,66,57,,
AUDI,A6 Avant,2.0 CR TDI 170PS,M6,1984,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,152,1557.02833675565,5,73,188,,127,155,1.6
AUDI,A6 Avant,2.0 CR TDI 170PS Multitronic,AV,1984,Diesel,7.4,5,5.9,38.2,56.5,47.9,154,1583.03298538622,5,72,100,,159,172,0.5
AUDI,A6 Avant,2.7 TDI 190PS Multitronic,AV,2698,Diesel,8.1,5.6,6.5,34.9,50.4,43.5,172,1743.15586206897,5,72,128,,158,174,0.7
AUDI,A6 Avant,2.7 V6 TDI 190PS,M6,2698,Diesel,8.3,5,6.2,34,56.5,45.6,164,1662.87894736842,5,72,475,,144,186,1.2
AUDI,A6 Avant,2.7 V6 TDI 190PS quattro Tiptronic,QA6,2698,Diesel,9.4,5.8,7.1,30.1,48.7,39.8,189,1905.20804020101,5,70,397,,155,189,0.6
AUDI,A6 Avant,2.8 V6 FSI 220PS Multitronic,AV,2773,Petrol,12.1,6.5,8.6,23.3,43.5,32.8,199,2212.01707317073,5,73,208,34,29,,
AUDI,A6 Avant,2.8 V6 FSI 220PS quattro Tiptronic,QA6,2773,Petrol,12.8,7,9.1,22.1,40.4,31,214,2340.45677419355,5,70,341,57,50,,
AUDI,A6 Avant,3.0 V6 CR TDI 240PS quattro ,QM6,2967,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,179,1796.85497630332,5,70,230,,140,156,0.2
AUDI,A6 Avant,3.0 V6 CR TDI 240PS quattro Tiptronic,QA6,2967,Diesel,9.3,5.8,7.1,30.4,48.7,39.8,189,1905.20804020101,5,70,230,,140,156,0.3
AUDI,A6 Avant,3.0 V6 FSI 290PS quattro ,QA6,2995,Petrol,13.3,7.2,9.5,21.2,39.2,29.7,223,2442.90101010101,5,74,768,65,58,,
AUDI,A6 Avant,3.0 V6 FSI 290PS quattro Tiptronic,QA6,2995,Petrol,13.3,7.2,9.5,21.2,39.2,29.7,223,2442.90101010101,5,74,769,66,59,,
AUDI,New A6 Avant,2.0 TDI 177PS,M6,1968,Diesel,6.1,4.5,5,46.3,62.8,56.5,132,1342.07575221239,5,70,156,,143,165,0
AUDI,New A6 Avant,3.0 V6 TDI 190PS quattro S-Tronic,QD7,2995,Petrol,10.8,6.6,8.2,26.2,42.8,34.4,190,2109.13255813953,5,72,264,29,24,,
AUDI,New A6 Avant,3.0 V6 TDI 204PS Multitronic,AV,2967,Diesel,5.9,4.7,5.2,47.9,60.1,54.3,136,1396.45082872928,5,71,323,,172,194,1
AUDI,New A6 Avant,3.0 V6 TDI 245PS quattro S-Tronic,QD7,2967,Diesel,7.2,5.2,5.9,39.2,54.3,47.9,156,1583.03298538622,5,71,350,,139,167,0
AUDI,A6 Allroad,2.7 V6 TDI 190PS quattro Tiptronic,QA6,2698,Diesel,9.9,6.2,7.5,28.5,45.6,37.7,199,2011.33368700265,5,70,291,,137,171,0.7
AUDI,A6 Allroad,3.0 V6 CR TDI 240PS quattro,QM6,2967,Diesel,9.4,5.9,7.2,30.1,47.9,39.2,189,1934.3693877551,5,70,152,,145,165,0.2
AUDI,A6 Allroad,3.0 V6 CR TDI 240PS quattro Tiptronic,QA6,2967,Diesel,9.7,6.2,7.5,29.1,45.6,37.7,199,2011.33368700265,5,70,152,,145,165,0.2
AUDI,A6 Allroad,3.0 V6 FSI 290PS quattro,QA6,2995,Petrol,13.3,7.6,9.7,21.2,37.2,29.1,225,2493.27010309278,5,74,413,51,45,,
AUDI,A6 Allroad,3.0 V6 FSI 290PS quattro Tiptronic,QA6,2995,Petrol,13.3,7.6,9.7,21.2,37.2,29.1,225,2493.27010309278,5,74,413,52,46,,
AUDI,A7,2.8 V6 FSI 204PS quattro S-Tronic,QD7,2773,Petrol,10.7,6.5,8,26.4,43.5,35.3,187,2055.35864022663,5,70,314,49,41,,
AUDI,A7,3.0 V6 TDI 204PS 8speed Multitronic,AV,2967,Diesel,5.9,4.7,5.1,47.9,60.1,55.4,135,1368.72346570397,5,71,323,,172,194,0.7
AUDI,A7,3.0 V6 TDI 245PS quattro S-Tronic,D7,2967,Diesel,7.2,5.3,5.9,39.2,54.3,47.9,156,1583.03298538622,5,71,350,,139,167,0.3
AUDI,A7,3.0 V6 TFSI 300PS quattro S-Tronic ,QD7,2995,Petrol,10.8,6.6,8.2,26.2,42.8,34.4,190,2109.13255813953,5,72,264,29,24,,
AUDI,A8,3.0 TDI V6 quattro 250PS 8speed Tiptronic SWB ,A8,2967,Diesel,8,5.8,6.6,35.3,48.7,42.8,174,1771.66542056075,5,72,214,,160,179,0.1
AUDI,A8,3.0 V6 TDI quattro 250PS 8speed Tiptronic LWB,A8,2967,Diesel,8,5.8,6.6,35.3,48.7,42.8,176,1771.66542056075,5,72,214,,160,179,0.1
AUDI,A8,3.0 FSI V6 quattro 290PS 8speed Tiptronic SWB,A8,2967,Petrol,12.9,6.9,9.1,21.9,40.9,31,213,2340.45677419355,5,73,317,32,27,,
AUDI,A8,3.0 FSI V6 quattro 290PS 8speed Tiptronic LWB,A8,2967,Petrol,13.1,7.1,9.3,21.6,39.8,30.4,217,2386.65,5,73,670,49,41,,
AUDI,A8,4.2 V8 TDI quattro 350PS 8speed Tiptronic SWB ,A8,4134,Diesel,10.2,6.1,7.6,27.7,46.3,37.2,199,2038.36774193548,5,72,252,,164,189,2.5
AUDI,A8,4.2 V8 TDI quattro 350PS 8speed Tiptronic LWB,A8,4134,Diesel,10.3,6.2,7.8,27.4,45.6,36.2,204,2094.67624309392,5,72,252,,164,189,2.5
AUDI,A8,4.2 FSI V8 quattro 372PS 8speed Tiptronic SWB ,A8,4163,Petrol,13.3,7.2,9.5,21.2,39.2,29.7,219,2442.90101010101,5,73,619,63,55,,
AUDI,A8,4.2 FSI V8 quattro 372PS 8speed Tiptronic LWB,A8,4163,Petrol,13.6,7.4,9.7,20.8,38.2,29.1,224,2493.27010309278,5,73,619,63,55,,
AUDI,A8,6.3 W12 quattro 550PS LWB,A8,6299,Petrol,18.2,9,12.4,15.5,31.4,22.8,290,3182.2,5,71,380,53,43,,
AUDI,R8 Coupé,4.2 V8 quattro 430PS,QM6,4163,Petrol,21.3,10,14.2,13.3,28.2,19.9,332,3645.93768844221,5,74,272,46,40,,
AUDI,R8 Coupé,4.2 V8 quattro 430PS R-Tronic,QD6,4163,Petrol,20.1,9.4,13.3,14.1,30.1,21.2,310,3422.36603773585,5,75,416,52,46,,
AUDI,R8 Coupé,5.2 V10 FSI quattro 525PS,QM6,5204,Petrol,22.2,10.6,14.9,12.7,26.6,19,346,3818.64,5,75,546,73,59,,
AUDI,R8 Coupé,5.2 V10 FSI quattro 525PS R-Tronic ,QD6,5204,Petrol,21.1,9.9,13.9,13.4,28.5,20.3,326,3574.09655172414,5,74,416,66,56,,
AUDI,R8 Spyder,4.2 V8 FSI quattro 430PS ,QM6,4163,Petrol,21.3,10.3,14.4,13.3,27.4,19.6,337,3701.74285714286,5,74,272,46,40,,
AUDI,R8 Spyder,4.2 V8 FSI quattro 430PS R-tronic,QA6,4163,Petrol,20.1,9.6,13.5,14.1,29.4,20.9,315,3471.49090909091,5,75,416,52,46,,
AUDI,R8 Spyder,5.2 V10 FSI quattro 525PS ,QM6,5204,Petrol,22.2,10.7,14.9,12.7,26.4,19,349,3818.64,5,75,546,73,59,,
AUDI,R8 Spyder,5.2 V10 FSI quattro 525PS R-Tronic,QA6,5204,Petrol,21.5,10.2,14.2,13.1,27.7,19.9,332,3645.93768844221,5,74,416,66,56,,
AUDI,TT Coupé,2.0 TDI quattro 170PS,QM6,1984,Diesel,7,4.3,5.3,40.4,65.7,53.3,139,1422.65065666041,5,73,359,,145,182,0.2
AUDI,TT Coupé,2.0 TFSI 211PS ,M6,1984,Petrol,8.9,5.2,6.6,31.7,54.3,42.8,154,1695.19065420561,5,75,173,33,24,,
AUDI,TT Coupé,2.0 TFSI quattro 211PS S-Tronic ,QD6,1984,Petrol,9.9,5.7,7.2,28.5,49.6,39.2,169,1850.87142857143,5,74,180,27,22,,
AUDI,TT Coupé,2.0 TFSI 211PS S-Tronic ,D6,1984,Petrol,9.9,5.4,7.1,28.5,52.3,39.8,164,1822.96884422111,5,74,269,40,31,,
AUDI,TT Coupé,S 2.0 TFSI quattro 272PS ,QM6,1984,Petrol,11,6.4,8.1,25.7,44.1,34.9,188,2078.91575931232,5,75,197,55,45,,
AUDI,TT Coupé,S 2.0 TFSI quattro 272PS S-Tronic,D6,1984,Petrol,10.6,6.4,7.9,26.6,44.1,35.8,184,2026.65251396648,5,73,167,63,50,,
AUDI,TT Coupé,TTS 2.0 TFSI quattro 272PS S-Tronic,QD7,1984,Petrol,10.6,6,7.7,26.6,47.1,36.7,179,1976.95258855586,5,73,270,44,36,,
AUDI,TT Coupé,TTS 2.0 TFSI quattro 272PS ,QM6,1984,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,184,2026.65251396648,5,75,365,39,32,,
AUDI,TT Coupé,RS 2.5 T FSI quattro 340PS,QM6,2480,Petrol,12.6,6.8,9,22.4,41.5,34.4,209,2109.13255813953,5,73,478,39,33,,
AUDI,TT Coupé,RS 2.5 TFSI quattro 340PS S-Tronic,QD7,2480,Petrol,12.6,6.8,9,22.4,41.5,31.4,209,2310.64203821656,5,73,478,39,33,,
AUDI,TT Roadster,1.8 TFSI 160PS,M6,1781,Petrol,8.6,5.3,6.5,32.8,53.3,43.5,152,1667.91172413793,5,74,273,50,40,,
AUDI,TT Roadster,2.0 CR TDI quattro 170PS ,QM6,1984,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,144,1475.23891050584,5,73,202,,151,192,0
AUDI,TT Roadster,2.0 TFSI 211PS S-Tronic,D6,1984,Petrol,10,5.6,7.2,28.2,50.4,39.2,168,1850.87142857143,5,74,313,39,31,,
AUDI,TT Roadster,2.0 TFSI 211PS ,M6,1984,Petrol,9,5.4,6.7,31.4,52.3,42.2,156,1719.29289099526,5,75,186,35,26,,
AUDI,TT Roadster,2.0 TFSI quattro 211PS S-Tronic ,QD6,1984,Petrol,10.2,5.7,7.4,27.7,49.6,38.2,172,1899.32356020942,5,74,199,37,30,,
AUDI,TT Roadster,TTS 2.0 TFSI quattro 272PS ,QM6,1984,Petrol,10.9,6.4,8.1,25.9,44.1,34.9,189,2078.91575931232,5,75,365,39,32,,
AUDI,TT Roadster,TTS 2.0 TFSI quattro 272PS DSG ,QD6,1984,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,184,2026.65251396648,5,73,270,44,36,,
AUDI,TT Roadster,RS 2.5 T FSI quattro 340PS ,QM6,2480,Petrol,12.8,7,9.1,22.1,40.4,31,212,2340.45677419355,5,73,478,39,33,,
AUDI,TT Roadster,RS 2.5 TFSI quattro 340PS S-Tronic,QD7,2480,Petrol,12.4,6.4,8.6,22.8,44.1,32.8,199,2212.01707317073,5,72,444,33,29,,
AUDI,Q5,2.0 CR TDI quattro 143PS,QM6,1968,Diesel,7.2,5.6,6.2,39.2,50.4,45.6,162,1662.87894736842,5,72,120,,121,140,0.4
AUDI,Q5,2.0 CR TDI quattro 170PS with Stop-Start ,QM6,1968,Diesel,7.3,5.6,6.2,38.7,50.4,45.6,163,1662.87894736842,5,74,130,,140,160,1.3
AUDI,Q5,2.0 CR TDI quattro 170PS S-Tronic ,D6,1968,Diesel,8.8,5.9,7,32.1,47.9,40.4,184,1876.91287128713,5,74,137,,52,72,0.1
AUDI,Q5,2.0 TFSI quattro 180PS with Stop-Start ,QM6,1984,Petrol,10.3,6.8,8.1,27.4,41.5,34.9,188,2078.91575931232,5,73,459,45,39,,
AUDI,Q5,2.0 FSI quattro 211PS with Stop-Start ,QM6,1984,Petrol,10.3,6.8,8.1,27.4,41.5,34.9,188,2078.91575931232,5,73,459,45,39,,
AUDI,Q5,2.0 FSI quattro 211PS 7speed S-Tronic,D7,1984,Petrol,10.5,7.5,8.6,26.9,37.7,32.8,199,2212.01707317073,5,73,633,66,58,,
AUDI,Q5,3.0 V6 TDI quattro 240PS 7speed S-Tronic,D7,2967,Diesel,9.2,6.6,7.5,30.7,42.8,37.7,199,2011.33368700265,5,70,71,,178,193,0.4
AUDI,Q5,3.2 FSI quattro 270PS S-Tronic,D7,3189,Petrol,12.3,7.6,9.3,23,37.2,30.4,218,2386.65,5,71,305,62,57,,
AUDI,Q7,3.0 V6 CR TDI quattro 245PS 8speed Tiptronic ,A8,2967,Diesel,8.8,6.6,7.4,32.1,42.8,38.2,195,1985.00732984293,5,71,180,,54,67,0.4
AUDI,Q7,3.0 V6 TDI quattro 240PS 8speed Tiptronic Clean-Diesel ,A8,2967,Diesel,8.6,6.7,7.4,32.8,42.2,38.2,195,1985.00732984293,5,72,279,,140,161,0.8
AUDI,Q7,3.0 V6 FSI 272PS quattro 8speed Tiptronic,A8,2995,Petrol,14.4,8.5,10.7,19.6,33.2,26.4,249,2748.26363636364,5,74,268,42,36,,
AUDI,Q7,4.2 V8 TDI 340PS quattro 8speed Tiptronic ,A8,4134,Diesel,12,7.6,9.2,23.5,37.2,30.7,242,2469.94397394137,5,71,302,,167,205,0.3
AUDI,Q7,6.0 V12 TDI quattro 500PS Tiptronic ,QA6,5934,Diesel,14.8,9.3,11.3,19.1,30.4,25,298,3033.0912,5,74,314,,271,302,0.9
AUDI,Q7,3.0 V6 FSI quattro 333PS 8speed Tiptronic,A8,2967,Petrol,14.4,8.5,10.7,19.6,33.2,26.4,249,2748.26363636364,5,74,268,42,36,,
BENTLEY MOTORS,Continental,GTC,QA6,5998,Petrol / E85 (Flex Fuel),26.2,11.7,17,10.8,24.1,16.6,396,2530.42409638554,5,73,479,55,5,,
BENTLEY MOTORS,Continental,GTC Speed,QA6,5998,Petrol / E85 (Flex Fuel),26.2,11.7,17,10.8,24.1,16.6,396,2530.42409638554,5,74,479,55,5,,
BENTLEY MOTORS,Continental,Flying Spur,QA6,5998,Petrol / E85 (Flex Fuel),26.2,11.7,17,10.8,24.1,16.6,396,2530.42409638554,5,73,479,55,5,,
