Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,Euro Standard,,,,,,
SUZUKI,SX4,1.6 GLX Hatchback From VIN TSMEYA71S00164003,5MT,1560,Diesel,6.4,4.6,5.3,44.1,61.4,53.3,139,1023,74.8,0.129,,0.240,0.261,0.010,IV,,,,,,
SUZUKI,SX4,1.6 GLX Hatchback From VIN TSMEYA71S00300017,5MT,1560,Diesel,6.4,4.6,5.3,44.1,61.4,53.3,139,1023,74.8,0.129,,0.240,0.261,0.010,IV,,,,,,
SUZUKI,SX4,1.9 GLX Hatchback From VIN TSMEYA61S00105367,6MT,1910,Diesel,7.8,5.5,6.3,36.2,51.4,44.8,166,1218,72.0,0.129,,0.196,0.203,0.000,IV,,,,,,
SUZUKI,SX4,1.9 Diesel 4WD From VIN TSMEYB61S00300101,M6x2,1910,Diesel,7.9,5.6,6.4,35.8,50.4,44.1,170,1237,72.0,0.133,,0.201,0.208,0.000,IV,,,,,,
SUZUKI,SX4,1.6 GL From VIN JSAGYA21S00164650,5 AMT,1586,Petrol,8.4,5.7,6.7,33.6,49.6,42.2,159,1138,71.0,0.242,0.040,0.008,,,IV,,,,,,
SUZUKI,SX4,1.6 GLX Hatchback From VIN TSMEYA21S00300007,5MT,1586,Petrol,8.4,5.7,6.7,33.6,49.6,42.2,159,1138,71.0,0.242,0.040,0.008,,,IV,,,,,,
SUZUKI,SX4,1.6 4WD Hatchback From VIN TSMEYB21S00300082,5MTx2,1586,Petrol,8.7,5.9,6.9,32.5,47.9,40.9,164,1174,71.0,0.324,0.042,0.012,,,IV,,,,,,
SUZUKI,SX4,1.6 4WD Hatchback From VIN TSMEYB21S00100644,5MTx2,1586,Petrol,8.9,6.1,7.1,31.7,46.3,39.8,173,1206,71.0,0.324,0.042,0.012,,,IV,,,,,,
SUZUKI,SX4,1.6 GLX Hatchback From VIN TSMEYA21S00300013,4AT,1586,Petrol,9.4,6.2,7.4,30.1,45.6,38.2,175,1257,72.0,0.222,0.055,0.012,,,IV,,,,,,
TOYOTA,Auris,1.4 D-4D 3 & 5 door,Multi5,1364,Diesel,5.8,4.5,4.9,48.7,62.8,57.6,131,947,68.0,0.094,,0.179,0.192,0.023,IV,,,,,,
TOYOTA,Auris,1.4 D-4D 3 & 5 door,M5,1364,Diesel,5.8,4.5,4.9,48.7,62.8,57.6,132,947,68.0,0.176,,0.218,0.235,0.023,IV,,,,,,
TOYOTA,Auris,2.0 D-4D 3 & 5 door,M6,1998,Diesel,7.0,4.6,5.4,40.4,61.4,52.3,144,1043,68.0,0.196,,0.193,0.211,0.021,IV,,,,,,
TOYOTA,Auris,2.2 D-4D 3 & 5 door,M6,2231,Diesel,7.6,5.1,6.0,37.2,55.4,47.1,158,1158,72.4,0.209,,0.087,0.131,0.002,IV,,,,,,
TOYOTA,Auris,1.6 VVT-i 3 & 5 door,Multi5,1598,Petrol,8.5,5.9,6.9,33.2,47.9,40.9,161,1174,70.0,0.584,0.045,0.028,,,IV,,,,,,
TOYOTA,Auris,1.4 VVT-i 3 & 5 door,M5,1398,Petrol,8.7,5.9,6.9,32.5,47.9,40.9,163,1174,69.0,0.476,0.041,0.011,,,IV,,,,,,
TOYOTA,Auris,1.6 VVT-i 3 & 5 door,M5,1598,Petrol,9.0,5.9,7.1,31.4,47.9,39.8,166,1206,70.0,0.811,0.059,0.030,,,IV,,,,,,
TOYOTA,Avensis,2009 4 door TR D-4D,M6,1998,Diesel,6.5,4.2,5.1,43.5,67.3,55.4,134,985,72.0,0.230,,0.140,0.160,0.014,IV,,,,,,
TOYOTA,Avensis,2009 4 door 2.0 D-4D T2,M6,1998,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,985,72.0,0.230,,0.140,0.160,0.014,IV,,,,,,
TOYOTA,Avensis,2009 4 door 2.0 D-4D T4,M6,1998,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,985,72.0,0.230,,0.140,0.160,0.014,IV,,,,,,
TOYOTA,Avensis,2009 2.0 TR D-4D Tourer,M6,1998,Diesel,6.6,4.3,5.2,42.8,65.7,54.3,136,1005,72.0,0.230,,0.140,0.160,0.014,IV,,,,,,
TOYOTA,Avensis,2009 2.0 T4 D-4D Tourer,M6,1998,Diesel,6.6,4.3,5.2,42.8,65.7,54.3,136,1005,72.0,0.230,,0.140,0.160,0.014,IV,,,,,,
TOYOTA,Avensis,2.0 D-4D Saloon/Hatchback,M6,1998,Diesel,7.1,4.6,5.5,39.8,61.4,51.4,146,1061,71.0,0.170,,0.200,0.220,0.019,IV,,,,,,
TOYOTA,Avensis,2.0 D-4D Tourer,M6,1998,Diesel,7.2,4.7,5.7,39.2,60.1,49.6,149,1100,71.0,0.170,,0.200,0.220,0.019,IV,,,,,,
TOYOTA,Avensis,2.2 D-4D Saloon/Hatchback,M6,2231,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1139,72.0,0.020,,0.240,0.240,0.020,IV,,,,,,
TOYOTA,Avensis,2.2 D-4D Tourer,M6,2231,Diesel,7.7,4.9,6.0,36.7,57.6,47.1,158,1158,72.0,0.020,,0.240,0.240,0.020,IV,,,,,,
TOYOTA,Avensis,T180 Saloon/Hatchback,M6,2231,Diesel,7.6,5.2,6.1,37.2,54.3,46.3,161,1178,73.0,0.110,,0.110,0.150,0.002,IV,,,,,,
TOYOTA,Avensis,T180 Tourer,M6,2231,Diesel,7.6,5.3,6.2,37.2,53.3,45.6,163,1196,73.0,0.110,,0.110,0.150,0.002,IV,,,,,,
TOYOTA,Avensis,2009 1.8 4 door V-matic,M6,1794,Petrol,8.5,5.4,6.5,33.2,52.3,43.5,154,1104,72.0,0.210,0.030,0.020,,,IV,,,,,,
TOYOTA,Avensis,2009 1.8 Tourer V-matic,M6,1794,Petrol,8.6,5.5,6.6,32.8,51.4,51.4,155,934,72.0,0.210,0.030,0.020,,,IV,,,,,,
TOYOTA,Avensis,2009 1.8 4 door V-matic MultiDrive S,CVT,1794,Petrol,8.6,5.6,6.7,32.8,50.4,42.2,157,1138,73.0,0.240,0.040,0.010,,,IV,,,,,,
TOYOTA,Avensis,2009 2.0 4 door V-matic,M6,1998,Petrol,9.1,5.6,6.9,31.0,50.4,40.9,163,1174,71.0,0.340,0.030,0.010,,,IV,,,,,,
TOYOTA,Avensis,2009 2.0 4 door V-matic MultiDrive S,CVT,1998,Petrol,9.2,5.7,7.0,30.7,49.6,40.4,164,1188,72.0,0.190,0.040,0.010,,,IV,,,,,,
TOYOTA,Avensis,2009 1.8 TR Tourer V-matic MultiDrive S,CVT,1794,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,164,1174,72.0,0.190,0.040,0.010,,,IV,,,,,,
TOYOTA,Avensis,2009 2.0 TR Tourer V-matic MultiDrive S,CVT,1998,Petrol,9.2,5.8,7.0,30.7,48.7,40.4,165,1188,72.0,0.190,0.040,0.010,,,IV,,,,,,
TOYOTA,Avensis,1.8 VVT-i Saloon/Hatchback,M5,1794,Petrol,9.4,5.8,7.2,30.1,48.7,39.2,171,1225,73.0,0.480,0.030,0.050,,,IV,,,,,,
TOYOTA,Avensis,1.8 VVT-i Tourer,M5,1794,Petrol,9.4,5.8,7.2,30.1,48.7,39.2,172,1225,73.0,0.480,0.030,0.050,,,IV,,,,,,
TOYOTA,Avensis,1.8 VVT-i Saloon/Hatchback,A4,1794,Petrol,10.3,6.3,7.7,27.4,44.8,36.7,187,1308,71.0,0.450,0.040,0.030,,,IV,,,,,,
TOYOTA,Avensis,2.0 VVT-i Saloon/Hatchback,M5,1998,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,191,1376,72.0,0.490,0.070,0.020,,,IV,,,,,,
TOYOTA,Avensis,2.0 VVT-i Tourer,M5,1998,Petrol,10.7,6.6,8.1,26.4,42.8,34.9,193,1376,72.0,0.490,0.070,0.020,,,IV,,,,,,
TOYOTA,Avensis,2.0 VVT-i Saloon/Hatchback,A4,1998,Petrol,12.8,7.2,9.2,22.1,39.2,30.7,221,1564,71.0,0.350,0.050,0.020,,,IV,,,,,,
TOYOTA,Avensis,2.0 VVT-i Tourer,A4,1998,Petrol,12.9,7.3,9.4,21.9,38.7,30.1,224,1595,71.0,0.350,0.050,0.020,,,IV,,,,,,
TOYOTA,Aygo,2009 1.0 VVT-i 3 & 5 door,5MT,998,Petrol,5.5,3.9,4.5,51.4,72.4,62.8,106,764,70.0,0.370,0.050,0.010,,,IV,,,,,,
TOYOTA,Aygo,2009 1.0 VVT-i,Multi5,998,Petrol,5.5,4.1,4.6,51.4,68.9,61.4,107,782,72.0,0.350,0.050,0.030,,,IV,,,,,,
TOYOTA,Aygo,1.0 VVT-i 3 & 5 door,M5,998,Petrol,5.5,4.1,4.6,51.4,68.9,61.4,108,782,70.0,0.370,0.050,0.010,,,IV,,,,,,
TOYOTA,Aygo,1.0 VVT-i 3 door,Multi5,998,Petrol,5.5,4.1,4.6,51.4,68.9,61.4,108,782,70.0,0.370,0.050,0.010,,,IV,,,,,,
TOYOTA,Aygo,1.0 VVT-i 5 door,Multi5,998,Petrol,5.5,4.1,4.6,51.4,68.9,61.4,109,782,72.0,0.350,0.050,0.030,,,IV,,,,,,
TOYOTA,Hiace,Glass Van,M5,2494,Diesel,10.7,7.1,8.4,26.4,39.8,33.6,221,1624,72.8,0.080,,0.310,0.320,0.040,IV,,,,,,
TOYOTA,iQ,1.0 VVT-i,M5,998,Petrol,4.9,3.9,4.3,57.7,72.4,65.7,99,731,67.3,0.150,0.030,0.020,,,IV,,,,,,
TOYOTA,iQ,1.0 VVT-i MultiDrive,MultiDrive,998,Petrol,5.7,4.1,4.7,49.6,68.9,60.1,110,799,70.2,0.120,0.040,0.020,,,IV,,,,,,
TOYOTA,Land Cruiser,3.0 D-4D 5 door,A5x2,2982,Diesel,11.5,7.5,9.0,24.6,37.7,31.4,238,1737,69.7,0.020,,0.320,0.320,0.040,IV,,,,,,
TOYOTA,Land Cruiser,3.0 D-4D 3 door,M6x2,2982,Diesel,11.1,7.9,9.1,25.4,35.8,31.0,240,1760,71.5,0.040,,0.310,0.320,0.040,IV,,,,,,
TOYOTA,Land Cruiser,3.0 D-4D 5 door,M6x2,2982,Diesel,11.2,8.0,9.2,25.2,35.3,30.7,243,1777,71.5,0.040,,0.310,0.320,0.040,IV,,,,,,
TOYOTA,Land Cruiser,4.5 D-4D 5 door V8,A6x2,4461,Diesel,12.0,9.1,10.2,23.5,31.0,27.7,270,1969,71.0,0.080,,0.330,0.340,0.030,IV,,,,,,
TOYOTA,Prius,1.5 VVT-i Hybrid,E-CVT,1497,Petrol,5.0,4.2,4.3,56.5,67.3,65.7,104,731,69.0,0.180,0.020,0.010,,,IV,,,,,,
TOYOTA,RAV4,2.2 D-4D 5 door,M6,2231,Diesel,8.1,5.6,6.6,34.9,50.4,42.8,173,1275,69.5,0.160,,0.220,0.230,0.016,IV,,,,,,
TOYOTA,RAV4,2.2 D-4D 180 5 door,M6,2231,Diesel,8.4,6.1,7.0,33.6,46.3,40.4,185,1350,68.4,0.120,,0.130,0.140,0.003,IV,,,,,,
TOYOTA,RAV4,2.0 VVT-i 5 door,M5,1998,Petrol,11.0,7.2,8.6,25.7,39.2,32.8,202,1464,70.7,0.390,0.040,0.020,,,IV,,,,,,
TOYOTA,RAV4,2.0 VVT-i 5 door,A4,1998,Petrol,11.6,7.4,9.0,24.4,38.2,31.4,212,1529,72.8,0.270,0.040,0.040,,,IV,,,,,,
TOYOTA,Verso,2.2 D-4D 140,M6,2231,Diesel,7.9,5.2,6.2,35.8,53.3,45.6,164,1196,71.0,0.100,,0.220,0.230,0.020,IV,,,,,,
TOYOTA,Verso,2.2 D-4D 180,M6,2231,Diesel,8.5,5.8,6.8,33.2,48.7,41.5,178,1315,72.0,0.210,,0.150,0.210,0.003,IV,,,,,,
TOYOTA,Verso,1.6 VVT-i,M5,1598,Petrol,9.5,6.4,7.5,29.7,44.1,37.7,178,1273,73.0,0.570,0.040,0.020,,,IV,,,,,,
TOYOTA,Verso,1.8 VVT-i,Multi5,1796,Petrol,9.4,6.4,7.5,30.1,44.1,37.7,179,1273,72.0,0.410,0.030,0.050,,,IV,,,,,,
TOYOTA,Verso,1.8 VVT-i,M5,1796,Petrol,9.9,6.5,7.7,28.5,43.5,36.7,184,1308,72.0,0.370,0.030,0.010,,,IV,,,,,,
TOYOTA,Yaris,2009 1.0 D-4D,M6,1364,Diesel,5.1,3.6,4.1,55.4,78.5,68.9,109,792,67.0,0.300,,0.170,0.190,0.019,IV,,,,,,
TOYOTA,Yaris,2009 1.4 D-4D,M6,1394,Diesel,5.1,3.6,4.2,55.4,78.5,67.3,110,811,67.0,0.300,,0.170,0.190,0.019,IV,,,,,,
TOYOTA,Yaris,1.4 D-4D 3 & 5 door,M5,1364,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,119,869,67.0,0.150,,0.170,0.180,0.021,IV,,,,,,
TOYOTA,Yaris,1.4 D-4D 3 & 5 door,Multi5,1364,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,119,869,70.0,0.070,,0.170,0.180,0.018,IV,,,,,,
TOYOTA,Yaris,2009 1.0 VVT-i,M5,998,Petrol,6.0,4.5,5.0,47.1,62.8,56.5,118,850,70.5,0.400,0.070,0.020,,,IV,,,,,,
TOYOTA,Yaris,2009 1.3 TR VVT-i,M6,1329,Petrol,6.2,4.4,5.1,45.6,64.2,55.4,119,867,71.5,0.240,0.070,0.020,,,IV,,,,,,
TOYOTA,Yaris,2009 1.3 SR VVT-i,M6,1329,Petrol,6.2,4.5,5.1,45.6,62.8,55.4,120,867,71.5,0.240,0.070,0.020,,,IV,,,,,,
TOYOTA,Yaris,2009 1.3 Tspirit VVT-i,M6,1329,Petrol,6.2,4.5,5.1,45.6,62.8,55.4,120,867,71.5,0.240,0.070,0.020,,,IV,,,,,,
TOYOTA,Yaris,1.0 VVT-i 3 & 5 door,M5,998,Petrol,6.4,4.9,5.4,44.1,57.6,52.3,127,918,70.0,0.580,0.070,0.010,,,IV,,,,,,
TOYOTA,Yaris,1.3 VVT-i 3 & 5 door,Multi5,1298,Petrol,6.7,5.3,5.8,42.2,53.3,48.7,136,986,70.0,0.490,0.050,0.010,,,IV,,,,,,
TOYOTA,Yaris,1.3 VVT-i 3 & 5 door,M5,1298,Petrol,7.2,5.3,6.0,39.2,53.3,47.1,141,1019,68.0,0.390,0.040,0.010,,,IV,,,,,,
TOYOTA,Yaris,1.8 VVT-i 3 & 5 door,M5,1798,Petrol,9.2,6.0,7.2,30.7,47.1,39.2,170,1225,71.0,0.422,0.040,0.010,,,IV,,,,,,
VAUXHALL,Agila MY2008,1.3 CDTi 5 Door MPV,M5,1248,Diesel,5.5,4.0,4.5,51.4,70.6,62.8,120,869,71.0,0.231,,0.195,0.215,0.021,IV,,,,,,
VAUXHALL,Agila MY2008,1.0 12v 5 Door MPV,M5,996,Petrol,5.9,4.4,5.0,47.9,64.2,56.5,120,850,70.0,0.442,0.037,0.004,,,IV,,,,,,
VAUXHALL,Agila MY2008,1.2i 16v 5 Door MPV,M5,1242,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,131,934,70.0,0.498,0.041,0.006,,,IV,,,,,,
VAUXHALL,Agila MY2008,1.2i 16v 5 Door MPV,A5,1242,Petrol,7.8,4.9,5.9,36.2,57.6,47.9,142,1002,68.0,0.282,0.038,0.007,,,IV,,,,,,
VAUXHALL,Antara MY2008,2.0i 150PS,M5,1991,Diesel,8.7,6.8,7.6,32.5,41.5,37.2,198,1466,73.7,0.390,,0.240,0.280,0.002,IV,,,,,,
VAUXHALL,Antara MY2008,2.0i 126PS,M5,1991,Diesel,8.8,6.7,7.5,32.1,42.2,37.7,200,1447,73.0,0.150,,0.360,0.400,0.004,IV,,,,,,
VAUXHALL,Antara MY2008,2.0i 150PS,A5,1991,Diesel,10.9,7.3,8.6,25.9,38.7,32.8,225,1663,73.9,0.060,,0.310,0.330,0.004,IV,,,,,,
VAUXHALL,Antara MY2008,2.4i 140PS,M5,2405,Petrol,13.3,7.3,9.6,21.2,38.7,29.4,229,1633,71.2,0.450,0.040,0.020,,,IV,,,,,,
VAUXHALL,Antara MY2008,2.4i 140PS,A5,2405,Petrol,14.1,7.7,10.1,20.0,36.7,28.0,249,1714,70.6,0.620,0.020,0.030,,,IV,,,,,,
VAUXHALL,Antara MY2008,3.2i V6 227PS,A5,3195,Petrol,16.4,8.9,11.6,17.2,31.7,24.4,278,1967,71.3,0.360,0.060,0.010,,,IV,,,,,,
VAUXHALL,Antara MY2009,2.0CDTi 150PS,M5,1991,Diesel,8.9,6.6,7.5,31.7,42.8,37.7,198,1447,73.0,0.100,,0.260,0.290,0.004,IV,,,,,,
VAUXHALL,Antara MY2009,2.0CDTi 150PS,A5,1991,Diesel,10.9,7.3,8.6,25.9,38.7,32.8,238,1663,73.0,0.050,,0.220,0.250,0.002,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.7CDTi 16v 100PS with 17/18"" wheel",M5,1686,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,138,985,72.0,0.325,,0.199,0.226,0.012,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.9CDTi 8v 120PS with 16/17/18"" wheel",M6,1910,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,157,1120,74.0,0.124,,0.215,0.241,0.023,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.9CDTi 16v 150PS with 16/17/18"" wheel",M6,1910,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,157,1120,74.0,0.191,,0.196,0.226,0.017,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.9CDTi 8v 120PS with 16/17/18"" wheel",A6,1910,Diesel,9.6,5.3,6.9,29.4,53.3,40.9,186,1334,75.0,0.067,,0.199,0.220,0.000,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.4i 16v with 16"" wheel",M5,1364,Petrol,8.0,5.0,6.2,35.3,56.5,45.6,146,1053,71.0,0.192,0.057,0.053,,,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.6i 16v VVT 16"" wheel",MTA,1598,Petrol,8.5,5.0,6.3,33.2,56.5,44.8,151,1072,69.0,0.361,0.080,0.054,,,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.6i 16v VVT with 16"" wheel",M5,1598,Petrol,8.7,5.2,6.5,32.5,54.3,43.5,156,1104,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.6i 16v VVT with 17"" wheel",M5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,161,1138,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.8i 16v VVT with 16"" wheel",M5,1796,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,175,1240,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.8i 16v VVT with 17/18"" wheel",M5,1796,Petrol,10.1,6.0,7.5,28.0,47.1,37.7,180,1273,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.6i 16v Turbo 180PS with 17/18"" wheel",M6,1598,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,185,1308,74.0,0.349,0.068,0.051,,,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.8i 16v VVT with 16"" wheel",A4,1796,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,185,1308,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,"1.8i 16v VVT with 17/18"" wheel",A4,1796,Petrol,10.6,6.3,7.9,26.6,44.8,35.8,190,1341,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra MY2008 3 Door Hatchback,2.0i 16v Turbo 240PS VXR,M6,1998,Petrol,13.0,7.0,9.2,21.7,40.4,30.7,221,1564,75.0,0.414,0.064,0.040,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.7CDTi 16v 100PS with 15"" wheel",M5,1686,Diesel,6.4,4.2,5.0,44.1,67.3,56.5,135,966,72.0,0.386,,0.194,0.216,0.014,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.3CDTi 16v 90PS with 15"" wheel",M6,1248,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,137,985,73.0,0.123,,0.215,0.229,0.022,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.7CDTi 16v 100PS with 16/17/18"" wheel",M5,1686,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,138,985,72.0,0.386,,0.194,0.216,0.014,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.9CDTi 16v 150PS with 16/17/18"" wheel",M6,1910,Diesel,7.5,5.0,5.9,37.7,56.6,47.9,159,1139,74.0,0.191,,0.196,0.226,0.017,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.9CDTi 8v 120PS with 16/17/18"" wheel",M6,1910,Diesel,7.5,5.0,5.9,37.7,56.5,47.9,159,1139,74.0,0.124,,0.215,0.241,0.023,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.9CDTi 8v 120PS with 16/17/18"" wheel",A6,1910,Diesel,9.7,5.4,7.0,29.1,52.3,40.4,189,1350,75.0,0.067,,0.199,0.220,0.000,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.4i 16v with 15/16"" wheel",M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1037,71.0,0.291,0.038,0.021,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.6i 16v VVT with 15/16"" wheel",MTA,1598,Petrol,8.6,5.1,6.4,32.8,55.4,44.1,154,1089,69.0,0.361,0.080,0.054,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.6i 16v VVT with 15/16"" wheel",M5,1598,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,158,1122,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.6i 16v VVT with 17/18"" wheel",M5,1598,Petrol,9.0,5.5,6.8,31.4,51.5,41.5,163,1157,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.8i 16v VVT with 15/16"" wheel",M5,1796,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,178,1257,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.8i 16v VVT with 17/18"" wheel",M5,1796,Petrol,10.2,6.1,7.6,27.7,46.3,37.2,182,1290,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.6i 16v Turbo 180PS with 17/18"" wheel",M6,1598,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,185,1308,74.0,0.349,0.068,0.051,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.8i 16v VVT 5 Door Estate with 15/16"" wheel",A4,1796,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,187,1326,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Estate,"1.8i 16v VVT with 17/18"" wheel",A4,1796,Petrol,10.7,6.4,8.0,26.4,44.1,35.3,192,1360,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.7CDTi 16v 100PS 5 Door Hatchback with 15"" wheel",M5,1686,Diesel,6.4,4.2,5.0,44.1,67.3,56.5,135,966,72.0,0.325,,0.199,0.226,0.012,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.3CDTi 16v 90PS 5 Door Hatchback with 15"" wheel",M6,1248,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,137,985,73.0,0.123,,0.215,0.229,0.022,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.7CDTi 16v 100PS 5 Door Hatchback with 16/17/18"" wheel",M5,1686,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,138,985,72.0,0.325,,0.199,0.226,0.012,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.9CDTi 8v 120PS 5 Door Hatchback with 16/17/18"" wheel",M6,1910,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,157,1120,74.0,0.124,,0.215,0.241,0.023,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.9CDTi 16v 150PS 5 Door Hatchback with 16/17/18"" wheel",M6,1910,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,157,1120,74.0,0.191,,0.196,0.226,0.017,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.9CDTi 8v 120PS 5 Door Hatchback with 16/17/18"" wheel",A6,1910,Diesel,9.7,5.4,7.0,29.1,52.3,40.4,189,1350,75.0,0.067,,0.199,0.220,0.000,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.4i 16v 5 Door Hatchback with 15/16"" wheel",M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1037,71.0,0.192,0.057,0.053,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.6i 16v VVT 5 Door Hatchback with 15/16"" wheel",MTA,1598,Petrol,8.5,5.0,6.3,33.2,56.5,44.8,151,1072,69.0,0.361,0.080,0.054,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.6i 16v VVT 5 Door Hatchback with 15/16"" wheel",M5,1598,Petrol,8.7,5.2,6.5,32.5,54.3,43.5,156,1104,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.6i 16v VVT 5 Door Hatchback with 17"" wheel",M5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,161,1138,72.0,0.647,0.083,0.030,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.8i 16v VVT 5 Door Hatchback with 15/16"" wheel",M5,1796,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,175,1240,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.8i 16v VVT 5 Door Hatchback with 17/18"" wheel",M5,1796,Petrol,10.1,6.0,7.5,28.0,47.1,37.7,180,1273,73.0,0.355,0.065,0.057,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.6i 16v Turbo 180PS 5 Door Hatchback with 17/18"" wheel",M6,1598,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,185,1308,74.0,0.349,0.068,0.051,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.8i 16v VVT 5 Door Hatchback with 15/16"" wheel",A4,1796,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,187,1326,71.0,0.367,0.053,0.040,,,IV,,,,,,
VAUXHALL,Astra MY2008 5 Door Hatchback,"1.8i 16v VVT 5 Door Hatchback with 17/18"" wheel",A4,1796,Petrol,10.7,6.4,8.0,26.4,44.1,35.3,192,1360,71.0,0.367,0.053,0.040,,,IV,,,,,,
