Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
VAUXHALL,"Corsa, Model Year 2000",1.6i 16v,M5,1598,Petrol,10.8,6.1,7.8,26.2,46.3,36.2,185,588,II,73,0.379,0.106,0,0,0
VAUXHALL,"Corsa, Model Year 2000",1.7 D,M5,1686,Diesel,6.9,4.2,5.2,40.9,67.3,54.3,139,402,II,73,0.411,0.568,0,0,0.06
VAUXHALL,"Omega, Model Year 2000",2.0i 16v Saloon,M5,1998,Petrol,13.2,7.1,9.3,21.4,39.8,30.4,224,700,II,74,0.335,0.119,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.0i 16v Saloon (Exc.CDX),A4,1998,Petrol,14.6,7.7,10.2,19.3,36.7,27.7,245,768,II,73,0.694,0.148,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.0i 16v GLS Estate,M5,1998,Petrol,13.3,7.3,9.5,21.2,38.6,29.3,228,726,II,74,0.335,0.119,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.0i 16v Estate,A4,1998,Petrol,14.7,7.9,10.4,19.2,35.7,27.1,250,785,II,73,0.694,0.148,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.0i 16v,M5,1998,LPG,19.4,10.1,13.5,14.5,27.7,20.7,208,,II,74,0.1,0.076,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.0i 16v,A4,1998,LPG,20.3,10.7,14.2,13.8,26.4,19.9,218,,II,73,0.172,0.075,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.2 16v Saloon,M5,2198,Petrol,13.2,7.2,9.4,21.3,39.2,30.0,226,709,II,74,0.019,0.064,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.2 16v Saloon,A4,2198,Petrol,14.3,7.8,10.2,19.7,36.1,27.6,245,771,II,74,0.155,0.032,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.2 16v Estate,M5,2198,Petrol,13.4,7.4,9.6,21.0,38.1,29.4,231,724,II,74,0.019,0.064,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.2 16v Estate,A4,2198,Petrol,14.5,7.9,10.3,19.4,35.7,27.4,248,776,II,74,0.155,0.032,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.5 TD Saloon,M5,2498,Diesel,10.9,6.1,7.8,25.9,46.2,36.1,209,604,II,73,0.239,0.445,0,0,0.061
VAUXHALL,"Omega, Model Year 2000",2.5 TD Saloon,A4,2498,Diesel,12.5,7.0,9.0,22.6,40.4,31.4,238,695,II,73,0.284,0.544,0,0,0.049
VAUXHALL,"Omega, Model Year 2000",2.5 TD GLS Estate,M5,2498,Diesel,11.0,6.4,8.1,25.7,44.1,34.9,214,625,II,73,0.284,0.544,0,0,0.061
VAUXHALL,"Omega, Model Year 2000",2.5 TD GLS Estate,A4,2498,Diesel,12.6,7.2,9.2,22.4,39.2,30.7,243,711,II,73,0.239,0.445,0,0,0.049
VAUXHALL,"Omega, Model Year 2000",2.5i V6 24v Saloon,M5,2498,Petrol,14.7,7.9,10.4,19.2,35.7,27.1,251,785,II,74,0.054,0.073,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.5i V6 24v Saloon,A4,2498,Petrol,15.1,8.1,10.9,18.6,34.8,25.9,263,821,II,74,0.278,0.148,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.5i V6 24v GLS/Tourer Estate,M5,2498,Petrol,14.8,8.0,10.5,17.7,35.2,26.8,253,794,II,74,0.054,0.073,0,0,0
VAUXHALL,"Omega, Model Year 2000",2.5i V6 24v GLS Estate,A4,2498,Petrol,15.9,8.3,11.1,17.7,34.0,25.4,268,838,II,74,0.278,0.148,0,0,0
VAUXHALL,"Omega, Model Year 2000",3.0i V6 24v Saloon,M5,2962,Petrol,14.7,7.9,10.4,19.2,35.7,27.1,251,785,II,74,0.184,0.134,0,0,0
VAUXHALL,"Omega, Model Year 2000",3.0i V6 24v Saloon,A4,2962,Petrol,15.9,8.3,11.1,17.7,34.0,25.4,283,838,II,74,0.079,0.048,0,0,0
VAUXHALL,"Omega, Model Year 2000",3.0i V6 24v Estate,M5,2962,Petrol,14.8,8.0,10.5,19.0,35.2,26.8,269,794,II,74,0.184,0.134,0,0,0
VAUXHALL,"Omega, Model Year 2000",3.0i V6 24v Estate,A4,2962,Petrol,16.1,8.5,11.3,17.5,33.2,24.9,290,854,II,74,0.079,0.048,0,0,0
VAUXHALL,"Vectra, Model Year 2000",1.6i Hatch/Saloon,M5,1598,Petrol,10.4,5.7,7.4,27.2,49.6,38.2,178,557,II,73,0.239,0.174,0,0,0
VAUXHALL,"Vectra, Model Year 2000",1.6i 16v Hatch,M5,1598,Petrol,10.1,5.7,7.3,28.0,49.6,38.7,175,550,II,73,0.103,0.103,0,0,0
VAUXHALL,"Vectra, Model Year 2000",1.6i 16v Saloon,M5,1598,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,173,543,II,73,0.103,0.103,0,0,0
VAUXHALL,"Vectra, Model Year 2000",1.6i 16v Hatch/Saloon,A4,1598,Petrol,11.8,6.4,8.4,23.9,44.1,33.6,202,633,II,72,0.476,0.192,0,0,0
VAUXHALL,"Vectra, Model Year 2000",1.8i 16v Hatch/Saloon (Exc. SRI),M5,1796,Petrol,10.4,5.6,7.4,27.2,50.4,38.2,178,557,II,72,0.337,0.086,0,0,0
VAUXHALL,"Vectra, Model Year 2000",1.8i 16v SRi Hatch/Saloon,M5,1796,Petrol,10.6,5.8,7.6,26.6,48.7,37.2,183,572,II,73,0.367,0.086,0,0,0
VAUXHALL,"Vectra, Model Year 2000",1.8i 16v Hatch/Saloon,A4,1796,Petrol,11.9,6.3,8.4,23.7,44.8,33.6,202,633,II,73,0.433,0.139,0,0,0
VAUXHALL,"Vectra, Model Year 2000",1.8i 16v Estate (Exc. SRI),M5,1796,Petrol,10.5,5.9,7.6,26.9,47.9,37.2,183,572,II,72,0.337,0.086,0,0,0
VAUXHALL,"Vectra, Model Year 2000",1.8i 16v SRi Estate,M5,1796,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,188,588,II,73,0.367,0.086,0,0,0
VAUXHALL,"Vectra, Model Year 2000",1.8i 16v Estate,A4,1796,Petrol,12.0,6.6,8.6,23.5,42.8,32.8,207,649,II,73,0.433,0.139,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.0 Di 16v Hatch,M5,1995,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,153,448,II,71,0.389,0.569,0,0,0.068
VAUXHALL,"Vectra, Model Year 2000",2.0 Di 16v Saloon,M5,1995,Diesel,7.7,4.6,5.7,36.7,61.4,49.6,151,440,II,71,0.588,0.591,0,0,0.065
VAUXHALL,"Vectra, Model Year 2000",2.0 Di 16v Estate,M5,1995,Diesel,7.9,5.1,6.1,35.8,55.4,46.3,161,471,II,72,0.588,0.591,0,0,0.065
VAUXHALL,"Vectra, Model Year 2000",2.0 DTi 16v Hatch,M5,1995,Diesel,8.2,4.9,6.1,34.4,57.6,46.3,163,471,II,72,0.588,0.591,0,0,0.065
VAUXHALL,"Vectra, Model Year 2000",2.0 DTi 16v Saloon,M5,1995,Diesel,8.1,4.8,6.0,34.9,58.9,47.1,161,463,II,72,0.588,0.591,0,0,0.065
VAUXHALL,"Vectra, Model Year 2000",2.0 DTi 16v Estate,M5,1995,Diesel,8.2,5.1,6.2,34.4,55.4,45.6,166,479,II,72,0.588,0.591,0,0,0.065
VAUXHALL,"Vectra, Model Year 2000",2.0i 16v Hatch/Saloon (Exc. SRI),M5,1998,Petrol,12.1,6.2,8.4,23.3,45.6,33.6,202,633,II,73,0.269,0.118,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.0i 16v Hatch/Saloon SRI,M5,1998,Petrol,12.3,6.4,8.6,23.0,44.1,32.8,207,649,II,73,0.269,0.118,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.0i 16v Hatch,A4,1998,Petrol,14.0,6.9,9.5,20.2,40.9,29.7,228,716,II,73,0.269,0.118,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.0i 16v Saloon,A4,1998,Petrol,13.9,6.8,9.4,20.3,41.5,30.1,226,707,II,73,0.269,0.118,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.0i 16v Estate (Exc. SRI),M5,1998,Petrol,12.2,6.4,8.5,23.2,44.1,33.2,204,641,II,73,0.269,0.118,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.0i 16v Estate SRI,M5,1998,Petrol,12.4,6.6,8.7,22.8,42.8,32.5,209,655,II,73,0.269,0.118,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.0i 16v Estate,A4,1998,Petrol,14.1,7.2,9.7,20.0,39.2,29.1,232,731,II,73,0.115,0.138,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.0i 16v,M5,1998,LPG,15.8,8.2,11.0,17.7,34.0,25.4,170,,II,73,0.125,0.057,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.0i 16v,A4,1998,LPG,19.3,9.3,13.0,14.5,30.1,21.7,199,,II,73,0.074,0.074,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.0i SRi,M5,1998,LPG,16.3,8.6,11.4,17.3,32.8,24.6,175,,II,73,0.264,0.082,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.5i V6 24v Hatch (Exc. GSi),M5,2498,Petrol,14.2,7.4,9.9,19.9,38.2,28.5,238,747,II,73,0.118,0.089,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.5i V6 24v GSi Saloon,M5,2498,Petrol,14.1,7.3,9.8,20.0,38.7,28.8,236,739,II,74,0.118,0.089,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.5i V6 24v Hatch/Saloon,A4,2498,Petrol,14.9,7.6,10.3,19.0,37.2,27.4,248,776,II,74,0.148,0.097,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.5i V6 24v Hatch/Saloon GSI,M5,2498,Petrol,14.4,7.4,10.3,19.6,38.2,27.4,240,776,II,74,0.194,0.068,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.5i V6 24v Estate (Exc. GSI),M5,2498,Petrol,14.3,7.5,10.0,19.8,37.7,28.2,240,754,II,74,0.118,0.089,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.5i 24v Estate GSi,M5,2498,Petrol,14.4,7.6,10.1,19.6,37.2,28.0,243,760,II,74,0.194,0.068,0,0,0
VAUXHALL,"Vectra, Model Year 2000",2.5i 24v Estate,A4,2498,Petrol,15.0,7.7,10.4,18.8,36.7,27.2,250,782,II,74,0.148,0.097,0,0,0
VAUXHALL,"Zafira, Model Year 2000",1.6 16v,M5,1598,Petrol,10.9,6.8,8.3,25.9,41.5,34.0,200,626,II,74,0.194,0.153,0,0,0
VAUXHALL,"Zafira, Model Year 2000",1.6 16v Comfort,M5,1598,Petrol,10.9,6.8,8.3,25.9,41.5,34.0,200,626,II,73,0.418,0.085,0,0,0
VAUXHALL,"Zafira, Model Year 2000",1.8 16v,M5,1796,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,204,641,II,73,0.418,0.085,0,0,0
VAUXHALL,"Zafira, Model Year 2000",1.8 16v,A4,1796,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,214,671,II,70,0.688,0.146,0,0,0
VAUXHALL,"Zafira, Model Year 2000",1.8 16v Elegance,M5,1796,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,204,641,II,73,0.418,0.085,0,0,0
VAUXHALL,"Zafira, Model Year 2000",1.8 16v Elegance,A4,1796,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,214,671,II,70,0.688,0.146,0,0,0
VAUXHALL,"Zafira, Model Year 2000",2.0 DI 16v,M5,1995,Diesel,8.4,5.5,6.6,33.6,51.4,42.8,177,510,II,71,0.591,0.574,0,0,0.044
VOLKSWAGEN,Lupo 3 Door Hatchback,E 1.4  75 bhp,A4,1390,Petrol,10.5,6.1,7.7,26.9,46.3,36.7,185,580,II,71,0.304,0.268,0,0,0
VOLKSWAGEN,Lupo 3 Door Hatchback,S 1.4  75 bhp,A4,1390,Petrol,10.5,6.1,7.7,26.9,46.3,36.7,185,580,II,71,0.304,0.268,0,0,0
VOLKSWAGEN,New Polo Hatch 3 & 5 Door,S 1.4  75 bhp,A4,1390,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,185,580,II,70,0.114,0.116,0,0,0
VOLKSWAGEN,New Polo Hatch 3 & 5 Door,SE 1.4  75 bhp,A4,1390,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,185,580,II,70,0.114,0.116,0,0,0
VOLKSWAGEN,New Polo Saloon,E 1.4  75 bhp,M5,1390,Petrol,8.6,5.4,6.5,32.8,52.3,43.5,156,489,II,73,0.078,0.06,0,0,0
VOLKSWAGEN,New Polo Saloon,S 1.4  75 bhp,M5,1390,Petrol,8.6,5.4,6.5,32.8,52.3,43.5,156,489,II,73,0.078,0.06,0,0,0
VOLKSWAGEN,New Polo Saloon,S 1.6  100 bhp,M5,1595,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,190,594,II,74,0.79,0.155,0,0,0
VOLKSWAGEN,New Polo Saloon,S 1.6  100 bhp,A4,1595,Petrol,11.9,6.7,8.6,23.7,42.2,32.8,206,649,II,72,0.463,0.421,0,0,0
VOLKSWAGEN,New Polo Saloon,SE 1.6  100 bhp,M5,1595,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,190,594,II,74,0.79,0.155,0,0,0
VOLKSWAGEN,New Polo Saloon,SE 1.6  100 bhp,A4,1595,Petrol,11.9,6.7,8.6,23.7,42.2,32.8,206,649,II,72,0.463,0.421,0,0,0
VOLKSWAGEN,New Polo Estate,E 1.4  75 bhp,M5,1390,Petrol,8.5,5.5,6.6,33.2,51.4,42.8,158,497,II,73,0.022,0.062,0,0,0
VOLKSWAGEN,New Polo Estate,S 1.4  75 bhp,M5,1390,Petrol,8.5,5.5,6.6,33.2,51.4,42.8,158,497,II,73,0.022,0.062,0,0,0
VOLKSWAGEN,New Polo Estate,S 1.6  100 bhp,M5,1595,Petrol,11.1,6.2,8.0,25.4,45.6,35.3,192,603,II,74,0.637,0.146,0,0,0
VOLKSWAGEN,New Polo Estate,S 1.6  100 bhp,A4,1595,Petrol,11.9,6.8,8.7,23.7,41.5,32.5,209,655,II,72,0.364,0.492,0,0,0
VOLKSWAGEN,New Polo Estate,SE 1.6  100 bhp,M5,1595,Petrol,11.1,6.2,8.0,25.4,45.6,35.3,192,603,II,74,0.637,0.146,0,0,0
VOLKSWAGEN,New Polo Estate,SE 1.6  100 bhp,A4,1595,Petrol,11.9,6.8,8.7,23.7,41.5,32.5,209,655,II,72,0.364,0.492,0,0,0
VOLKSWAGEN,Golf Cabriolet 2 Door Convertible,S 1.8  75 bhp,M5,1781,Petrol,11.1,6.1,7.9,25.4,46.3,35.8,190,594,II,74,0.396,0.095,0,0,0
VOLKSWAGEN,Golf Cabriolet 2 Door Convertible,SE 1.6  100 bhp,M5,1595,Petrol,11.2,6.4,8.2,25.2,44.1,34.4,197,618,II,72.5,0.846,0.263,0,0,0
VOLKSWAGEN,Golf Cabriolet 2 Door Convertible,SE 1.6  100 bhp,A4,1595,Petrol,13.2,6.8,9.2,21.4,41.5,30.7,221,693,II,70,0.884,0.308,0,0,0
VOLKSWAGEN,Golf 3/5 Door Hatchback,GTI 1.8 150 bhp,M5,1781,Petrol,11.0,6.3,8.0,25.7,44.8,35.3,192,603,II,70.5,0.156,0.086,0,0,0
VOLKSWAGEN,Golf 3/5 Door Hatchback,V5 150 bhp,M5,2324,Petrol,13.3,7.3,9.4,21.2,38.7,30.1,226,707,II,73.5,0.407,0.098,0,0,0
VOLKSWAGEN,Golf 3/5 Door Hatchback,V5 150 bhp,A4,2324,Petrol,14.6,7.7,10.1,19.3,36.7,27.7,242,768,II,71,0.349,0.133,0,0,0
VOLKSWAGEN,Golf 5 Door Estate,S 2.0 115 bhp,A4,1984,Petrol,13.2,7.2,9.3,21.4,39.2,30.4,223,700,II,72,0.252,0.085,0,0,0
VOLKSWAGEN,Golf 5 Door Estate,SE 2.0 115 bhp,A4,1984,Petrol,13.2,7.2,9.3,21.4,39.2,30.4,223,700,II,72,0.252,0.085,0,0,0
VOLKSWAGEN,Golf 5 Door Estate,V5 150 bhp,M5,2324,Petrol,13.4,7.3,9.5,21.1,38.7,29.7,228,716,II,73.5,0.407,0.098,0,0,0
VOLKSWAGEN,Bora 4 Door Saloon,SE 1.6  100 bhp,A4,1595,Petrol,12.0,6.6,8.6,23.5,42.8,32.8,206,649,II,72,0.07,0.035,0,0,0
VOLKSWAGEN,Bora 4 Door Saloon,SE 2.0  115 bhp,A4,1984,Petrol,13.1,7.0,9.2,21.6,40.4,30.7,221,693,II,72,0.252,0.085,0,0,0
VOLKSWAGEN,Bora 4 Door Saloon,Sport 2.0  115 bhp,A4,1984,Petrol,13.1,7.0,9.2,21.6,40.4,30.7,221,693,II,72,0.252,0.085,0,0,0
VOLKSWAGEN,Bora 4 Door Saloon,V5 150 bhp,M5,2324,Petrol,13.3,7.3,9.4,21.2,38.7,30.1,226,707,II,73.5,0.407,0.098,0,0,0
VOLKSWAGEN,Bora 4 Door Saloon,V5 150 bhp,A4,2324,Petrol,14.7,7.8,10.2,19.2,36.2,27.7,245,768,II,71,0.349,0.133,0,0,0
VOLKSWAGEN,New Beetle,2.0 115 bhp,A4,1984,Petrol,13.4,7.3,9.6,21.1,38.7,29.4,230,724,II,73,0.224,0.049,0,0,0
VOLKSWAGEN,Caravelle Sedan/Variant,88 bhp TDI,M5,2461,Diesel,10.1,6.9,8.1,28.0,40.9,34.9,219,625,II,73.5,0.396,0.885,0,0,0.089
VOLKSWAGEN,Caravelle Sedan/Variant,102 bhp TDI,A4,2461,Diesel,11.2,7.4,8.7,25.2,38.2,32.5,235,671,II,72,0.171,0.811,0,0,0.084
VOLKSWAGEN,Caravelle Sedan/Variant,102 bhp TDI,M5,2461,Diesel,10.2,7.3,8.5,27.6,38.6,33.2,213,657,II,73.5,0.288,0.8,0,0,0.086
VOLKSWAGEN,Caravelle Sedan/Variant,102 bhp TDI Syncro,QM5,2461,Diesel,10.2,7.3,8.5,27.7,38.6,33.2,270,657,II,75,0.162,1.196,0,0,0.156
VOLKSWAGEN,Caravelle Sedan/Variant,114 bhp,A4,2461,Petrol,17.3,9.9,12.7,16.3,28.5,22.2,305,958,II,72,0.884,0.11,0,0,0
VOLKSWAGEN,Caravelle Sedan/Variant,114 bhp,M5,2461,Petrol,16.8,9.5,12.2,16.8,29.7,23.2,293,917,II,74,0.767,0.108,0,0,0
VOLKSWAGEN,Caravelle Limousine,102 bhp TDI,A4,2461,Diesel,11.2,7.4,8.7,25.2,38.2,32.5,235,671,II,72,0.171,0.811,0,0,0.084
VOLKSWAGEN,Caravelle Limousine,102 bhp TDI,M5,2461,Diesel,10.2,7.3,8.5,27.6,38.6,33.2,213,657,II,73.5,0.288,0.8,0,0,0.086
VOLKSWAGEN,Caravelle Limousine,102 bhp TDI Syncro,QM5,2461,Diesel,10.2,7.3,8.5,27.7,38.6,33.2,270,657,II,75,0.162,1.196,0,0,0.156
VOLKSWAGEN,Window Van,68 bhpTD,M5,1896,Diesel,10.2,7.3,8.5,27.7,38.7,33.2,230,657,II,74,0.139,0.904,0,0,0.057
VOLKSWAGEN,Window Van,84 bhp,M5,1968,Petrol,14.6,9.2,11.2,19.3,30.7,25.2,269,844,II,73.5,0.892,0.437,0,0,0
VOLKSWAGEN,Window Van,88 bhpTDI,M5,2461,Diesel,10.1,6.9,8.1,28.0,40.9,34.9,219,625,II,73.5,0.396,0.885,0,0,0.089
VOLKSWAGEN,Window Van,102 bhpTDI,A4,2461,Diesel,11.2,7.4,8.7,25.2,38.2,32.5,235,671,II,72,0.171,0.811,0,0,0.084
VOLKSWAGEN,Window Van,102 bhpTDI,M5,2461,Diesel,9.9,6.8,7.9,28.5,41.5,35.8,213,610,II,73.5,0.288,0.8,0,0,0.086
VOLKSWAGEN,Window Van,102 bhp TDI Syncro,QM5,2461,Diesel,13.8,8.2,10.0,20.5,34.4,28.2,270,774,II,75,0.162,1.196,0,0,0.156
VOLKSWAGEN,Multi-Van,88 bhp TDI,M5,2461,Diesel,10.3,7.1,8.3,27.4,39.8,34.0,224,642,II,73.5,0.396,0.885,0,0,0.089
VOLKSWAGEN,Multi-Van,102 bhp TDI,A4,2461,Diesel,11.4,7.6,8.9,24.8,37.2,31.7,240,688,II,72,0.171,0.811,0,0,0.084
VOLKSWAGEN,Multi-Van,102 bhp TDI,M5,2461,Diesel,10.1,7.0,8.1,28.0,40.4,34.9,219,625,II,73.5,0.288,0.8,0,0,0.086
VOLKSWAGEN,Multi-Van,102 bhp TDI Syncro,QM5,2461,Diesel,13.8,8.2,10.0,20.5,34.4,28.2,270,774,II,75,0.162,0.196,0,0,0.156
VOLKSWAGEN,Passat 4 Door Saloon,S 20V 1.8 125 bhp,M5,1781,Petrol,12.4,6.6,8.7,22.8,42.8,32.5,209,655,II,72,0.583,0.239,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,S 20V 1.8 125 bhp,A4,1781,Petrol,12.5,7.2,9.0,22.6,39.2,31.4,216,678,II,70,0.712,0.157,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,S TDI 1.9 90 bhp,M5,1896,Diesel,7.4,4.5,5.6,38.2,62.8,50.4,151,433,II,73.5,0.523,0.497,0,0,0.076
VOLKSWAGEN,Passat 4 Door Saloon,S TDI 1.9 90 bhp,A4,1896,Diesel,9.2,5.4,6.7,30.7,52.3,42.2,181,517,II,71,0.159,0.7,0,0,0.091
VOLKSWAGEN,Passat 4 Door Saloon,SE 20V 1.8 125 bhp,M5,1781,Petrol,12.4,6.6,8.7,22.8,42.8,32.5,209,655,II,72,0.583,0.239,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,SE 20V 1.8 125 bhp,A4,1781,Petrol,12.5,7.2,9.0,22.6,39.2,31.4,216,678,II,70,0.712,0.157,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,SE TDI 1.9 90 bhp,M5,1896,Diesel,7.4,4.5,5.6,38.2,62.8,50.4,151,433,II,73.5,0.523,0.497,0,0,0.076
VOLKSWAGEN,Passat 4 Door Saloon,SE TDI 1.9 90 bhp,A4,1896,Diesel,9.2,5.4,6.7,30.7,52.3,42.2,181,517,II,71,0.159,0.7,0,0,0.091
VOLKSWAGEN,Passat 4 Door Saloon,SE 20V Turbo 1.8 150 bhp,M5,1781,Petrol,11.3,6.5,8.3,25.0,43.5,34.0,199,626,II,72.5,0.376,0.214,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,SE 20V Turbo 1.8 150 bhp,A5,1781,Petrol,14.0,7.2,9.7,20.2,39.2,29.1,233,731,II,71,0.544,0.19,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,Sport  20V 1.8 125 bhp,M5,1781,Petrol,12.4,6.6,8.7,22.8,42.8,32.5,209,655,II,72,0.583,0.239,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,Sport  20V 1.8 125 bhp,A4,1781,Petrol,12.5,7.2,9.0,22.6,39.2,31.4,216,678,II,70,0.712,0.157,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,Sport  20V Turbo 1.8 150 bhp,M5,1781,Petrol,11.3,6.5,8.3,25.0,43.5,34.0,199,626,II,72.5,0.376,0.214,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,Sport  20V Turbo 1.8 150 bhp,A5,1781,Petrol,14.0,7.2,9.7,20.2,39.2,29.1,233,731,II,71,0.544,0.19,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,V5 2.3 150 bhp,M5,2324,Petrol,13.6,7.4,9.7,20.8,38.2,29.1,233,731,II,73,0.432,0.112,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,V5 2.3 150 bhp,A5,2324,Petrol,15.5,7.4,10.4,18.2,38.2,27.2,250,782,II,72,0.943,0.17,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,V6 TDI 2.5 150 bhp,M6,2496,Diesel,10.0,5.3,7.0,28.2,53.3,40.4,189,540,II,72,0.539,0.391,0,0,0.056
VOLKSWAGEN,Passat 4 Door Saloon,V6 TDI 2.5 150 bhp,A5,2496,Diesel,11.5,6.1,8.0,24.6,46.3,35.3,216,618,II,74,0.492,0.629,0,0,0.06
VOLKSWAGEN,Passat 4 Door Saloon,V6 4MOTION 2.8 193 bhp,QM5,2771,Petrol,15.3,8.0,10.7,18.5,35.3,26.4,254,806,II,73,0.629,0.318,0,0,0
VOLKSWAGEN,Passat 4 Door Saloon,V6 4MOTION 2.8 193 bhp,QA5,2771,Petrol,16.4,8.0,11.1,17.2,35.3,25.4,265,838,II,72,0.489,0.368,0,0,0
VOLKSWAGEN,Passat 5 Door Estate,S 20V 1.8 125 bhp,M5,1781,Petrol,12.5,6.8,8.9,22.6,41.5,31.7,214,671,II,72,0.583,0.239,0,0,0
VOLKSWAGEN,Passat 5 Door Estate,S 20V 1.8 125 bhp,A4,1781,Petrol,12.6,7.3,9.2,22.4,38.7,30.7,221,693,II,70,0.712,0.157,0,0,0
VOLKSWAGEN,Passat 5 Door Estate,S TDI 1.9 90 bhp,M5,1896,Diesel,7.6,4.7,5.8,37.2,60.1,48.7,157,448,II,73.5,0.523,0.497,0,0,0.076
VOLKSWAGEN,Passat 5 Door Estate,S TDI 1.9 90 bhp,A4,1896,Diesel,9.3,5.6,7.0,30.4,50.4,40.4,189,540,II,71,0.159,0.7,0,0,0.091
VOLKSWAGEN,Passat 5 Door Estate,SE 20V 1.8 125 bhp,M5,1781,Petrol,12.5,6.8,8.9,22.6,41.5,31.7,214,671,II,72,0.583,0.239,0,0,0
VOLKSWAGEN,Passat 5 Door Estate,SE 20V 1.8 125 bhp,A4,1781,Petrol,12.6,7.3,9.2,22.4,38.7,30.7,221,693,II,70,0.712,0.157,0,0,0
VOLKSWAGEN,Passat 5 Door Estate,SE 20V Turbo 1.8 150 bhp,M5,1781,Petrol,11.7,6.7,8.5,24.1,42.2,33.2,204,641,II,72.5,0.376,0.214,0,0,0
VOLKSWAGEN,Passat 5 Door Estate,SE 20V Turbo 1.8 150 bhp,A5,1781,Petrol,14.0,7.4,9.8,20.2,38.2,28.8,235,739,II,71,0.544,0.19,0,0,0
VOLKSWAGEN,Passat 5 Door Estate,SE TDI 1.9 90 bhp,M5,1896,Diesel,7.6,4.7,5.8,37.2,60.1,48.7,157,448,II,73.5,0.523,0.497,0,0,0.076
VOLKSWAGEN,Passat 5 Door Estate,SE TDI 1.9 90 bhp,A4,1896,Diesel,9.3,5.6,7.0,30.4,50.4,40.4,189,540,II,71,0.159,0.7,0,0,0.091
VOLKSWAGEN,Passat 5 Door Estate,Sport  20V 1.8 125 bhp,M5,1781,Petrol,12.5,6.8,8.9,22.6,41.5,31.7,214,671,II,72,0.583,0.239,0,0,0
VOLKSWAGEN,Passat 5 Door Estate,Sport  20V 1.8 125 bhp,A4,1781,Petrol,12.6,7.3,9.2,22.4,38.7,30.7,221,693,II,70,0.712,0.157,0,0,0
VOLKSWAGEN,Passat 5 Door Estate,Sport  20V Turbo 1.8 150 bhp,M5,1781,Petrol,11.7,6.7,8.5,24.1,42.2,33.2,204,641,II,72.5,0.376,0.214,0,0,0
